订单号,订单日期,顾客姓名,订单等级,订单数量,销售额,折扣点,运输方式,利润额,单价,运输成本,区域,省份,城市,产品类别,产品子类别,产品名称,产品包箱,运送日期
29921,2016/3/23,范钺,中级,33,3977.97,0.06,火车,1733.473,120.98,9.07,华南,海南,三亚,办公用品,夹子及其配件 ,GBC VeloBinder Electric Binding Machine,小型箱子,2016/3/25
29926,2016/3/22,侯丽,中级,9,20.21,0,火车,-5.1405,2.08,1.49,华南,广西,北海,办公用品,夹子及其配件 ,Round Ring Binders,小型箱子,2016/3/24
29927,2016/11/7,孙虎,高级,19,257.97,0.03,火车,33.1755,12.95,4.98,华南,广西,北海,办公用品,夹子及其配件 ,GBC Binding covers,小型箱子,2016/11/8
29953,2015/2/7,孙莉丽,中级,42,619.77,0.02,火车,50.2435,14.45,7.17,华南,河南,濮阳,办公用品,夹子及其配件 ,Acco Recycled 2" Capacity Laser Printer Hanging Data Binders,小型箱子,2015/2/10
29956,2013/8/14,张婷,中级,48,80.33,0.09,火车,-12.95,1.82,0.83,华南,广西,北海,办公用品,笔、美术用品,Newell 307,打包纸袋,2013/8/15
29957,2014/3/13,高鹏,中级,28,2555.37,0.08,大卡,-824.91,95.98,58.2,华南,河南,濮阳,家具产品,椅子,Global Deluxe Office Fabric Chairs,巨型木箱,2014/3/14
29957,2014/3/13,高鹏,中级,31,1447.62,0.07,火车,576.39,48.04,7.23,华南,广西,北海,办公用品,纸张,Xerox 1885,小型箱子,2014/3/14
29958,2015/1/6,刘湘琪,高级,47,307.57,0,火车,-72.3005,6.37,5.19,华南,海南,三亚,办公用品,夹子及其配件 ,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",小型箱子,2015/1/7
29958,2015/1/6,刘湘琪,高级,32,14861.07,0.1,大卡,3408.29,500.98,26,华南,湖北,荆州,家具产品,椅子,Global Troy? Executive Leather Low-Back Tilter,巨型木箱,2015/1/8
29985,2016/7/11,郭明中,中级,2,24.51,0.06,火车,-18.262,8.04,8.94,华南,河南,濮阳,办公用品,夹子及其配件 ,"Fellowes Twister Kit, Gray/Clear, 3/pkg",小型箱子,2016/7/13
29985,2016/7/11,杨高宁,中级,22,196.75,0.03,空运,0.13,7.96,4.95,华南,河南,濮阳,家具产品,办公装饰品,Staples Plastic Wall Frames,小型箱子,2016/7/12
29986,2015/7/3,谢国平,中级,40,1477.39,0.03,火车,641.4015,37.7,2.99,华南,广西,北海,办公用品,夹子及其配件 ,Vinyl Sectional Post Binders,小型箱子,2015/7/3
29988,2013/6/12,龙百川,高级,12,5177.4,0.06,大卡,287.5,449.99,49,华南,广西,北海,技术产品,复印机、传真机,Canon PC940 Copier,巨型木箱,2013/6/14
29991,2016/10/5,张江亭,低级,41,123.11,0.06,火车,48.93,3.15,0.49,华南,广西,北海,办公用品,标签,Self-Adhesive Removable Labels,小型箱子,2016/10/7
30016,2013/1/3,吕一楠 ,中级,15,85.56,0.03,火车,-41.58,5.28,5.66,华南,湖北,荆州,办公用品,纸张,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),小型箱子,2013/1/5
30016,2013/1/3,吕一楠 ,中级,8,754.6555,0.01,火车,-212.553,110.99,2.5,华南,海南,三亚,技术产品,电话通信产品,T18,小型箱子,2013/1/6
30023,2014/10/15,包婧,低级,34,16193.16,0.02,大卡,6463.34,449.99,49,华东,浙江,衢州,技术产品,复印机、传真机,Canon PC940 Copier,巨型木箱,2014/10/19
30023,2014/10/15,包婧,低级,14,157.33,0.1,火车,-76.34,11.35,8.6,华北,天津,天津 ,办公用品,容器，箱子,"SimpliFile? Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",小型箱子,2014/10/24
30023,2014/10/15,包婧,低级,28,10253.75,0.1,大卡,3256.81,400.97,48.26,华北,天津,天津 ,技术产品,办公机器,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,巨型纸箱,2014/10/17
30023,2014/10/15,包婧,低级,36,840.24,0,火车,19.73,21.38,8.99,华北,北京,北京 ,办公用品,笔、美术用品,Boston 1730 StandUp Electric Pencil Sharpener,小型包裹,2014/10/15
30048,2015/6/13,杨高宁,中级,44,7765.13,0.06,大卡,433.63,180.98,55.24,西北,新疆,乌鲁木齐,办公用品,家用电器,Avanti 4.4 Cu. Ft. Refrigerator,巨型木箱,2015/6/15
30051,2016/3/20,辛青 ,其它,42,243.06,0.02,火车,-1.57,5.85,2.27,西北,陕西,延安,办公用品,笔、美术用品,"Dixon My First Ticonderoga Pencil, #2",打包纸袋,2016/3/21
30053,2013/2/1,王云安,中级,41,3279.01,0.06,大卡,349.22,80.97,33.6,西北,陕西,延安,技术产品,办公机器,Lexmark Z25 Color Inkjet Printer,巨型木箱,2013/2/3
30054,2016/9/1,胡冲,其它,33,311.19,0.03,火车,-9.18,9.38,4.93,西北,甘肃,白银,家具产品,办公装饰品,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",小型箱子,2016/9/3
30081,2015/12/17,朱海燕,高级,26,213.49,0.05,火车,-136.4475,8.04,8.94,西北,甘肃,白银,办公用品,夹子及其配件 ,"Fellowes Twister Kit, Gray/Clear, 3/pkg",小型箱子,2015/12/19
30083,2013/1/8,那木,其它,23,324.28,0.07,火车,20.43,14.56,3.5,西北,甘肃,白银,办公用品,家用电器,Acco 6 Outlet Guardian Premium Surge Suppressor,小型箱子,2013/1/9
30114,2014/8/16,牛莉丽,低级,7,4667.28,0.09,空运,-362.88,699.99,24.49,西北,陕西,延安,技术产品,复印机、传真机,Canon PC1060 Personal Laser Copier,大型箱子,2014/8/23
30144,2015/8/6,赵涛,低级,25,5503.39,0.08,大卡,-528.653125,218.75,69.64,华东,山东,烟台,家具产品,桌子,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,巨型纸箱,2015/8/11
30147,2016/6/17,姚羽 ,其它,37,740.14,0.06,火车,29.73,19.98,10.49,华东,浙江,衢州,家具产品,办公装饰品,12-1/2 Diameter Round Wall Clock,小型箱子,2016/6/19
30149,2014/12/12,邢雁,中级,8,16.47,0.1,火车,-6.8195,2.08,1.49,华东,浙江,衢州,办公用品,夹子及其配件 ,Round Ring Binders,小型箱子,2014/12/13
30149,2014/12/12,邢雁,中级,5,173.62,0.09,大卡,-88.64,33.94,19.19,华东,山东,烟台,家具产品,椅子,"Metal Folding Chairs, Beige, 4/Carton",巨型木箱,2014/12/14
30149,2014/12/12,邢雁,中级,50,690.97,0.03,火车,-16.94,13.79,8.78,华东,浙江,衢州,家具产品,办公装饰品,9-3/4 Diameter Round Wall Clock,小型箱子,2014/12/15
30150,2014/10/4,巴朗,中级,30,443.46,0.06,火车,193.12,15.57,1.39,华东,浙江,衢州,办公用品,信封,Park Ridge? Embossed Executive Business Envelopes,小型箱子,2014/10/5
30151,2015/1/29,贾明波,其它,31,792.76,0.02,火车,33.371,24.92,12.98,华东,浙江,衢州,办公用品,夹子及其配件 ,GBC Standard Therm-A-Bind Covers,小型箱子,2015/1/31
30176,2013/4/19,吴贵樱,低级,30,2504.41,0.01,火车,-547.89,79.52,48.2,华东,浙江,衢州,家具产品,办公装饰品,Eldon Cleatmat Plus? Chair Mats for High Pile Carpets,中型箱子,2013/4/26
30208,2016/7/16,李纯青,低级,46,1752.0965,0.1,火车,356.346,45.99,4.99,华东,浙江,衢州,技术产品,电话通信产品,600 Series Non-Flip,小型箱子,2016/7/16
30211,2014/6/7,任锦升,中级,19,141.96,0.05,火车,38.43,7.4,1.71,华东,浙江,衢州,办公用品,纸张,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",打包纸袋,2014/6/8
30214,2013/10/4,杨国宇,低级,38,375.61,0.1,空运,-21.2635,10.44,5.75,华东,浙江,衢州,办公用品,夹子及其配件 ,"Avery? 3 1/2"" Diskette Storage Pages, 10/Pack",小型箱子,2013/10/11
30215,2013/2/26,李建东,中级,23,3637.728,0.06,火车,349.47,195.99,8.99,华东,山东,烟台,技术产品,电话通信产品,T28 WORLD,小型箱子,2013/2/28
30215,2013/2/26,李建东,中级,20,125.84,0.1,火车,18.42,6.88,2,华东,浙江,衢州,办公用品,纸张,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",打包纸袋,2013/2/27
30243,2014/5/5,赵和贵,中级,44,2435.32,0.09,火车,650.56,60.22,3.5,华东,浙江,衢州,办公用品,家用电器,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",小型箱子,2014/5/7
30243,2014/5/5,赵和贵,中级,21,4242.76,0.07,火车,340.88,199.99,24.49,华东,浙江,衢州,技术产品,复印机、传真机,Canon PC-428 Personal Copier,大型箱子,2014/5/7
30276,2015/8/26,杨青烦,低级,44,1453.704,0,火车,549.837,35.99,1.1,华东,上海,上海,技术产品,电话通信产品,Accessory35,小型箱子,2015/8/30
30276,2015/8/26,杨青烦,低级,34,7656.304,0.1,大卡,-715.778206,296.18,54.12,华东,上海,上海,家具产品,桌子,Hon 94000 Series Round Tables,巨型纸箱,2015/8/30
30278,2013/9/30,邓鹏,低级,50,2860.93,0.03,火车,832.617,65.99,5.26,华东,安徽,淮北,技术产品,电话通信产品,8860,小型箱子,2013/10/9
30279,2015/12/7,李槟   ,中级,25,1412.98,0.1,火车,324.96,60.97,4.5,华东,福建,三明,办公用品,家用电器,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,小型箱子,2015/12/7
30279,2015/12/7,李槟   ,中级,39,19539.94,0.06,大卡,4914.24,517.48,16.63,华东,安徽,淮北,技术产品,办公机器,Panasonic KX-P3626 Dot Matrix Printer,巨型纸箱,2015/12/8
30308,2014/3/21,包洁,中级,15,30.38,0.08,火车,-59.179,1.8,4.79,华东,安徽,淮北,办公用品,夹子及其配件 ,Wilson Jones Easy Flow II? Sheet Lifters,小型箱子,2014/3/22
30310,2016/4/26,陈平,中级,21,2024.0285,0.1,火车,4.896,125.99,8.8,华南,海南,三亚,技术产品,电话通信产品,StarTAC 6500,小型箱子,2016/4/28
30336,2014/1/29,牛莉丽,中级,28,5155.07,0.06,火车,368.79,193.17,19.99,华东,Jiangsu,泰州,办公用品,容器，箱子,Fellowes Staxonsteel? Drawer Files,小型箱子,2014/1/31
30341,2013/1/31,俞勇浩,低级,42,6244.18,0.09,大卡,470.3,160.98,30,华东,Jiangsu,泰州,家具产品,椅子,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,巨型木箱,2013/1/31
30341,2013/1/31,俞勇浩,低级,41,239.75,0.09,火车,105.91,6.3,0.5,华南,广东,江门,办公用品,标签,Avery 51,小型箱子,2013/1/31
30341,2013/1/31,俞勇浩,低级,30,150.2,0,火车,62.46,4.98,0.8,华南,湖南,衡阳,办公用品,纸张,Rediform S.O.S. Phone Message Books,打包纸袋,2013/2/7
30343,2016/5/21,孙则强,中级,48,1556.42,0,火车,-60.98,30.42,8.65,华南,湖北,荆州,技术产品,电脑配件,"Fellowes Internet Keyboard, Platinum",小型箱子,2016/5/22
30343,2016/5/21,孙则强,中级,28,130.28,0.08,火车,56.97,4.91,0.5,华南,广东,江门,办公用品,标签,Avery 478,小型箱子,2016/5/23
30343,2016/5/21,胡玉,中级,8,41343.21,0.09,火车,3852.19,6783.02,24.49,华南,广东,江门,技术产品,办公机器,Polycom ViewStation? ISDN Videoconferencing Unit,大型箱子,2016/5/23
30369,2015/3/24,朱震环,中级,13,76.81,0,火车,-55.77,4.98,7.54,华南,广东,江门,办公用品,纸张,Xerox 1961,小型箱子,2015/3/25
30369,2015/3/24,朱震环,中级,21,174.22,0.03,火车,-1.23,8.34,2.64,华南,广东,江门,办公用品,剪刀，尺子，锯,Acme? Elite Stainless Steel Scissors,小型包裹,2015/3/25
30372,2014/8/30,邱威微,高级,1,14.4,0.1,火车,-7.39,12.22,2.85,华南,广东,江门,家具产品,办公装饰品,Aluminum Document Frame,小型包裹,2014/9/1
30374,2014/3/21,程毅,中级,12,709.54,0.07,火车,131.44,59.98,3.99,华南,广东,江门,办公用品,家用电器,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,小型箱子,2014/3/22
30374,2014/3/21,程毅,中级,42,1220.08,0,火车,515.64,28.48,1.99,华南,广东,江门,技术产品,电脑配件,"Memorex 4.7GB DVD+RW, 3/Pack",小型包裹,2014/3/22
30375,2016/5/3,邱明中,低级,20,71.45,0.03,火车,-92.9545,3.36,6.27,华南,广东,江门,办公用品,夹子及其配件 ,Cardinal Poly Pocket Divider Pockets for Ring Binders,小型箱子,2016/5/7
30401,2016/10/18,王然,中级,39,239.4,0.07,火车,-57.37,5.98,5.15,华南,广东,江门,办公用品,纸张,Xerox 193,小型箱子,2016/10/20
30403,2016/7/10,李宇震,高级,41,305.01,0.05,空运,-160.816,7.3,7.72,华南,广东,江门,办公用品,夹子及其配件 ,"Angle-D Binders with Locking Rings, Label Holders",小型箱子,2016/7/12
30403,2016/7/10,李宇震,高级,24,3583.52,0.09,火车,221.71,161.55,19.99,华南,广东,江门,办公用品,容器，箱子,Fellowes Super Stor/Drawer? Files,小型箱子,2016/7/11
30405,2016/4/28,陈梅,低级,7,2789.03,0.05,大卡,-303.44,400.98,42.52,东北,吉林,通化,家具产品,桌子,Bretford CR8500 Series Meeting Room Furniture,巨型纸箱,2016/5/3
30407,2013/4/17,陈鸿建 ,低级,41,17853.64,0.02,火车,6227.33,419.19,19.99,华东,浙江,衢州,办公用品,容器，箱子,Smead Adjustable Mobile File Trolley with Lockable Top,小型箱子,2013/4/17
30433,2014/6/9,李江玲,中级,17,253.38,0,空运,-35.78,13.9,7.59,华南,广西,北海,办公用品,剪刀，尺子，锯,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",小型包裹,2014/6/9
30436,2016/7/7,高捷,低级,30,121.19,0.09,空运,-152.1335,3.89,7.01,华南,广西,北海,办公用品,夹子及其配件 ,Avery Binder Labels,小型箱子,2016/7/12
30467,2013/8/15,黄博,中级,5,2019.65,0.05,火车,289.8755,420.98,19.99,华南,广西,北海,办公用品,夹子及其配件 ,GBC DocuBind 200 Manual Binding Machine,小型箱子,2013/8/16
30469,2016/12/25,邱伟,其它,46,304.26,0.1,火车,28.93,7.08,2.35,华南,广西,北海,办公用品,笔、美术用品,SANFORD Major Accent? Highlighters,打包纸袋,2016/12/27
30497,2015/2/6,谢周佩,中级,34,706.91,0.03,空运,85.68,20.98,8.83,华南,广东,江门,办公用品,夹子及其配件 ,Premium Transparent Presentation Covers by GBC,小型箱子,2015/2/8
30497,2015/2/6,谢周佩,中级,31,190.06,0.06,火车,-61.9,5.98,5.35,华南,广西,北海,办公用品,纸张,Xerox 1947,小型箱子,2015/2/8
30499,2016/10/30,郑则强,高级,16,92.06,0.1,火车,5.66,5.98,2.5,华东,浙江,衢州,办公用品,信封,Wausau Papers Astrobrights? Colored Envelopes,小型箱子,2016/11/1
30499,2016/10/30,郑则强,高级,33,199.62,0.01,火车,42.34,5.84,1.2,华东,Jiangsu,泰州,办公用品,笔、美术用品,Newell 312,打包纸袋,2016/11/1
30532,2015/11/26,杨慧玲,高级,28,431.37,0.03,火车,-28.6695,15.22,9.73,华南,河南,濮阳,办公用品,夹子及其配件 ,"GBC Twin Loop? Wire Binding Elements, 9/16"" Spine, Black",小型箱子,2015/11/27
30532,2015/11/26,杨慧玲,高级,23,262.31,0.04,空运,27.55,11.09,5.25,华东,福建,三明,办公用品,信封,#10 Self-Seal White Envelopes,小型箱子,2015/11/27
30532,2015/11/26,杨慧玲,高级,45,514.03,0.05,火车,82.19,11.34,5.01,华南,广东,江门,办公用品,纸张,Xerox 188,小型箱子,2015/11/28
30532,2015/11/26,杨慧玲,高级,9,1696.7,0.04,大卡,-82.81,180.98,23.58,东北,吉林,通化,家具产品,书架,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,巨型纸箱,2015/11/28
30564,2013/2/26,高凤,中级,20,606.3985,0.09,火车,126.126,35.99,5.99,东北,辽宁,营口,技术产品,电话通信产品,Accessory41,打包纸袋,2013/2/27
30565,2015/7/26,张宏波,中级,32,1785.02,0.04,空运,52.66,55.94,4,东北,吉林,通化,技术产品,电脑配件,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",小型箱子,2015/7/28
30566,2015/7/1,谢若愚,低级,34,225.45,0.02,火车,-193.39,6.48,9.54,华北,天津,天津 ,办公用品,纸张,Xerox 1905,小型箱子,2015/7/3
30567,2013/1/14,李杰,其它,14,2690.84,0.1,大卡,-368.02,208.16,68.02,华南,广东,江门,办公用品,家用电器,1.7 Cubic Foot Compact "Cube" Office Refrigerators,巨型木箱,2013/1/14
30567,2013/1/14,李杰,其它,8,733.55,0.07,火车,103.13,90.48,19.99,华南,广东,江门,办公用品,信封,Tyvek? Side-Opening Peel & Seel? Expanding Envelopes,小型箱子,2013/1/15
30567,2013/1/14,李杰,其它,3,38.71,0.01,空运,23,9.48,7.29,华北,内蒙古,通辽,家具产品,办公装饰品,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",小型包裹,2013/1/16
30567,2013/1/14,李杰,其它,14,62.6,0.02,火车,7.32,4.28,0.94,华北,山西,运城,办公用品,笔、美术用品,Newell 336,打包纸袋,2013/1/15
30593,2015/7/25,金城,中级,20,97.65,0.04,空运,-90.07,4.18,6.92,东北,辽宁,营口,家具产品,办公装饰品,"Eldon? Image Series Desk Accessories, Burgundy",小型箱子,2015/7/27
30593,2015/7/25,金城,中级,41,1408.34,0.06,火车,176.63,34.58,8.99,东北,辽宁,营口,办公用品,笔、美术用品,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,小型包裹,2015/7/28
30597,2016/8/5,吕文龙,高级,18,93.02,0.07,火车,20.01,5.08,2.03,西南,重庆,重庆,家具产品,办公装饰品,"Master Caster Door Stop, Brown",打包纸袋,2016/8/7
30597,2016/8/5,吕文龙,高级,42,639.84,0.03,火车,-95.76,15.14,4.53,华南,广西,北海,办公用品,容器，箱子,Eldon? Gobal File Keepers,小型箱子,2016/8/6
30599,2016/2/10,姜海洋,其它,23,105.93,0.05,火车,33.47,4.76,0.88,华南,海南,三亚,办公用品,纸张,Wirebound Voice Message Log Book,打包纸袋,2016/2/12
30625,2014/2/8,杜浩  ,中级,37,478.94,0.04,火车,10.557,12.53,7.17,华南,广西,北海,办公用品,夹子及其配件 ,GBC ProClick Spines for 32-Hole Punch,小型箱子,2014/2/8
30625,2014/2/8,杜浩  ,中级,24,2429.09,0.06,空运,-20.67,105.29,10.12,华南,广西,北海,家具产品,办公装饰品,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,大型箱子,2014/2/10
30626,2015/4/25,席岩东,中级,23,220.82,0.1,空运,77.68,9.93,1.09,华北,北京,北京 ,办公用品,笔、美术用品,Peel-Off? China Markers,打包纸袋,2015/4/26
30657,2015/5/10,饶展 ,高级,6,273.38,0.06,空运,-170.91,43.22,16.71,华北,北京,北京 ,技术产品,电脑配件,"Fellowes Mobile Numeric Keypad, Graphite",小型箱子,2015/5/11
30657,2015/5/10,饶展 ,高级,8,179.66,0.01,火车,-1.73,22.24,1.99,西北,甘肃,天水,技术产品,电脑配件,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",小型包裹,2015/5/12
30658,2015/3/26,余季 ,中级,35,17387.65,0.08,火车,6907.613,499.99,24.49,西北,甘肃,天水,技术产品,复印机、传真机,Sharp AL-1530CS Digital Copier,大型箱子,2015/3/27
30658,2015/3/26,余季 ,中级,44,6040.22,0.05,火车,-942.5,138.14,35,华东,浙江,衢州,办公用品,容器，箱子,"SAFCO Commercial Wire Shelving, Black",大型箱子,2015/3/28
30659,2015/9/13,张玲玲,中级,45,3116.7715,0.08,火车,-106.513,85.99,0.99,华东,浙江,衢州,技术产品,电话通信产品,Accessory4,打包纸袋,2015/9/15
30660,2016/9/5,任东霖,中级,16,986.272,0.02,火车,-647.136,71.37,69,华东,浙江,衢州,家具产品,桌子,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",大型箱子,2016/9/8
30720,2016/9/27,吕佳 ,低级,5,32.77,0.07,火车,-17.1925,5.74,5.01,华东,上海,上海,办公用品,夹子及其配件 ,Binder Posts,小型箱子,2016/10/4
30720,2016/9/27,吕佳 ,低级,37,1701.53,0.01,空运,735.99,43.98,1.99,华南,广东,江门,技术产品,电脑配件,"Memorex 80 Minute CD-R Spindle, 100/Pack",小型包裹,2016/10/4
30720,2016/9/27,吕佳 ,低级,27,2398.9,0.09,空运,656.95,95.46,18.13,华南,广东,江门,家具产品,办公装饰品,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",大型箱子,2016/10/2
30725,2013/12/28,朱永飞,中级,39,16468.55,0.08,大卡,5638.75,449.99,49,华南,广东,江门,技术产品,复印机、传真机,Canon PC940 Copier,巨型木箱,2013/12/29
30726,2013/11/25,郭玲玲,中级,35,725.15,0.05,火车,140.57,20.27,3.99,华南,广东,江门,办公用品,家用电器,Fellowes Mighty 8 Compact Surge Protector,小型箱子,2013/11/26
30727,2016/7/25,李丹丹,中级,28,1166.29,0.07,空运,302.86,41.71,4.5,东北,吉林,通化,办公用品,家用电器,Fellowes 8 Outlet Superior Workstation Surge Protector,小型箱子,2016/7/27
30754,2014/11/25,唐凤琴,低级,20,4108.17,0.09,火车,-505.984479,209.37,69,华北,内蒙古,通辽,家具产品,桌子,Hon 2111 Invitation? Series Corner Table,大型箱子,2014/11/29
30757,2014/12/26,邱文龙,中级,5,21.32,0.08,空运,2.2,3.38,0.85,华北,北京,北京 ,办公用品,笔、美术用品,Avery Hi-Liter? Fluorescent Desk Style Markers,打包纸袋,2014/12/26
30757,2014/12/26,邱文龙,中级,42,457.51,0.1,火车,-183.75,11.66,7.95,华北,北京,北京 ,办公用品,笔、美术用品,"Hunt BOSTON? Vista? Battery-Operated Pencil Sharpener, Black",小型包裹,2014/12/27
30759,2013/5/8,吕果 ,其它,2,64.79,0.03,火车,-41.32,29.34,7.87,华北,山西,运城,家具产品,办公装饰品,Seth Thomas 14" Putty-Colored Wall Clock,小型箱子,2013/5/10
